tweet_text,cyberbullying_type
i have to be the bigger man in thisfuck u u dumb nigger your the racisti will find a way to get the fuck away from u,ethnicity
gay catholic school life was getting into fights and the teachersprincipals only yelling at the bully because they know your gay ass ain’t start it but finished it,age
wat,not_cyberbullying
no seriously read that rt in dwights voice,not_cyberbullying
me stares at dad after he says something dumb dadfuck you ugly jew bitch me nigger dad youre adopted me dad yeah shut up jew,ethnicity
remember those good looking girls at school who thought they could bully everyone and get away with it janegotjustice,age
and being bullied by kate lol,other_cyberbullying
doesnt everyone call their female colleagues fucking bitches no oh well what a guy,gender
reason why i dont have females friends bitches will sit in your face amp text your nigga or the nigga you fucking bitches will sit in other females faces amp let them talk shit about you bitches will try their best to be just like you ampamp call it competition bitch,gender
do you think they invented the hashtag before they invented twitter,other_cyberbullying
la vem vc fazendo bullying comigo vc abusa de mim só pq gosto de vc mimimi,not_cyberbullying
school website,not_cyberbullying
exactly what the fuck i thought “are you triggered my middle school teacher made us say nigger it was horrible ” also this dumb bitch “stevie wonder being blind will forever be funny it’s so small are you on crack” pictwittercomtezbucqkk,ethnicity
if the palestinians had the ability to make it happen it would be the other way around,not_cyberbullying
done definitely a female who has no self esteem to call herself sweet bitch,gender
nigger a word so vile so disgusting that only black people can use it mob sgp tcot tlot p p cspj,ethnicity
and u have all these black cops playing house nigger to the white sargent it was fuckin disgusting if you ask me,ethnicity
malcom x wasn’t wrong when he called y’all house negrosalways at the white man’s ass blackhistorymonth,ethnicity
heidi n closet was that one girl in high school who defended the bullied white gay,age
people who oppose gay marriage should die people who support racism should die people who support rape should die don’t agree i don’t care because there are memes that joke for said victims to die here’s your taste of it so tell me this is america,gender
the “omg i hate quirky girls they wanna be different so bad” is just repackaged misogyny and ur inner middle school bully is jumping out,age
have fun on the wrong side of history all female ghostbusters no i am not sexist but fuck that shit,gender
rt the only position they belong in haha notsexist,gender
i love these liberal women who get all excited voting for a muslim do you idiots even know what sharia law consists of oh you dont think it could happen here maybe you should check out dearborn michigan and see how close they are,religion
being black and being bullied in america is nothing new to the majority of black people dontfetit,ethnicity
i dozed off and missed mkr let me guess kat was a see you next tuesday 😉,gender
you dumb as fuck you fat nigger bitch my last name is koo so shut your fat porkchop eating ass up,ethnicity
tw rape i’m not even going to rate it because it’s so problematic there rape jokes cultural appropriation amp mockery the main character has no personality being gay is frowned upon,gender
as someone that is continuing to be harassed by ed since it was formed over a decade ago can confirm,not_cyberbullying
thats not funny,not_cyberbullying
i hate seeing girls that literally bullied me in high school now fawning over harry styles not cool man not cool,age
curious so for the rest of the non bay area country is it normal to see a tweet make news,other_cyberbullying
penguinman is a regular poster to baph the board that coordinates targeted harassmentstalkingswating,not_cyberbullying
rt feminists when other women dont fall for their shit feminism womenagainstfeminism,gender
no peta are idiots doesnt justify her jumping into the debate either if you eat chicken cos you are a konkani muslims can eat bakras as well lets keep the debate fair,religion
“ fuck obama dumb ass nigger”stfu you mad bro lol lt jit maddh lmao,ethnicity
it actually needs to be repopulated because it’s impotent they are cowards of the worst kind scared of the schoolyard bully and unable to do their jobs name something of value the trumpgop has done in was it worth the soul of the nation,age
i would rather eat my own arse mkr,not_cyberbullying
they dont care if the harm the trump administration is causing ever ends they just want to stop hearing about it so they can go back to telling their jokes about rape and how theyre totally cool with gay people but they still think gay sex is weird,gender
rt i cant believe my wikipedia page is under attack again dont they have policies against all this,other_cyberbullying
how because he used the word rape and didn’t want to cry every second how about we don’t joke about death or having leg or being gay or religious because or atheist or ginger or too pale or too black or looking weird or how much you wear make up or poverty or hungry people,gender
i dont make racistpedorapegay jokes those are not jokes to me some folks just like to make excuses for foolishness,gender
heh thanks i try it just gets tiring and wears at my resolve sometimes im worried about writing off things i should hear,other_cyberbullying
typical nigger i thank gawd namsayin gawd keeps me goin fuck you rasist ass cuntjust as dumb as the rest,ethnicity
well jerry fakewell jris an evil smelly radical lying religious fraud christianity today real christians he amp fraudklin graham fraudla white jim fakker evilgelicals all who support the orange antichristarent christians amp would crucify christ today,religion
he was a high school kid geez these people just crazy when did it become ok to bully children ohhhhh the hat makes it ok they are crazier every day parents pay attention,age
trumps behavior goes back even longer he learnt how to bully early sadly he has been enabled since grade school he does because he can in my opinion trump is evil thanks for your insights take care,age
blowing kisses to hatock before we battle selfie warcraft,other_cyberbullying
harley quinn,other_cyberbullying
the prophet mohammed used catapults on cities killing women and children so you just called him a coward,religion
i uploaded a new track brothers at arms obamalaw and feminazis on coasttocoast feminazi obama,gender
i just followed and let me tell ya shits cute,not_cyberbullying
why dont you scroll down and find one of those so called fake muslims advocating for literal jihad hes right on this thread tell me hes fake also ive done more to support palestinian rights than you have dreamed of idiot but sure keep moving the goalposts,religion
barr was a bully and a racist in high school just type “barr bully” into google and read articles why is he attorney general,age
would love to go but got to be at the hospital with the daughter,not_cyberbullying
bullying co pereirao na facul finaestampa,not_cyberbullying
erdogan supports isis al qaeda muslim brotherhood and other terrorists groups hes invading syria and libya while provoking greece simultaneously however because he reads few verses of the quran something of yall do every single day in salat yall simp unconditionally,religion
im terrified every single day of my life of the fact that people think i know what im doing gameloading,other_cyberbullying
last thing we need is another dumb nigger in the team lmao fuck outta here boy,ethnicity
everybody knows a girl who knows a girl who got bullied by taylor swift in high school,age
just curious girls with onlyfans do y’all ever think of how much your kids might get bullied back in high school i remember foos used to use their moms picture off fb to roast now imagine,age
omg me that saying is dumb as fuck amp makes u sound like a dumb nigger rt wordsihatetohear you dead ass,ethnicity
rt now lets be clear its not the minority within islam that believes in violence against blasphemers its the majorit…,religion
jihad was against evil thoughts injustice by prophet mohammed but the extremist idiots like you have started against humanity kafir by just seeing non muslims your judgment day is near,religion
thats the best you can is spout abuse because i have an opinion idiot if j witness a catholic or christian decided to pitch in a muslim neighborhood and just pray would they stand for it no so fck off england is not a muslim country,religion
i would be shocked if there are many people that have been the target of callout culture mob harassment that say callout culture is good,other_cyberbullying
mark you are racist even after being part of bafana bafana you are still racist you didnt learn anything about black people all that time what about injustices of the past so are you proud that because of the the color of your skin you were privileged in all aspects of life,ethnicity
this is political opinion the truth is that islam is itself radical and we must outlaw it,religion
smoke till im insane drinking till im throwing uppp,not_cyberbullying
“ fuck obama dumb ass nigger” watch ya mouth,ethnicity
and the kids that were terrible we’re most definitely dealt with this isn’t about pe or competition it’s about a school who maybe has a shitty teacher and shitty kids who bully that has nothing to do with pe or what the class is for it’s just shit people being shit,age
we dont support saudi at all we simply do business with them the saudis were produced by islam,not_cyberbullying
rt blog what is difficult is having any conversation at all while i am in the process of being raped trigger warning,not_cyberbullying
why is it so difficult for people of different castes to intermarry as far as i know a girl with a low caste needs to spend a lot of money to marry a man with a high caste otherwise she will be easily bullied by men what is the caste of your wife,age
kat and andre cant cook mkr,not_cyberbullying
the american evangelicons only politicize christianity and have been promoting their perverted creed they turn their backs on certain christians but promote the cause of others depending on the region these radical terrorists support a belligerent amp bloody foreign policy,religion
“ fuck obama dumb ass nigger” • hey cracker go suck a black dick nigger that hoe teamaobama,ethnicity
the slurs weren’t even the worst of it she deadass made several rape jokes at the expense of gay and trans women,gender
yup people should be able to do whichever they want,other_cyberbullying
man you bulling,not_cyberbullying
youre an anti semitic supporter of radical islam you know the ones that behead christian people and sell slaves in libya guess which one we support trump,religion
i know so cute love the way he spinelessly dives in to being a bully to win the girl,not_cyberbullying
learn about people you idiot he is not from the western world where if fam member dies you questioned god he is muslim if you know about the religion were thought that they are in a better placewe belong to allah and him we shall return doesn’t mean he doesn’t love his dad,religion
taller than me obviously smarter than me tattoos or piercings not too skinny not too buff just in the middle hardworking in school or work in general will not bully me and hit me because i’ve had enough from my ex and also i want my soulmate to,age
haha did you watch big brother “zankie” was disgusting and literally a straight guy and gay guy “playing it up” also frankie made rape jokes and literally said being lesbian is a choice unlike being gay cuz he’s a mysoginistic ass i am like,gender
and i couldnt give less fucks about alienating followers by giving them an opinion they dont like,other_cyberbullying
the girl that bullied me in high school posted something about mental health awareness recently,age
a girl who bullied me really heavily in jr high school really wanted to be a marine biologist i somehow dont think she amounted to thatgood,age
if you did your research you wouldn’t need to be educated the national language of somalia is somali idiot arabic is there because majority are muslim,religion
know that im asian too you bitchbut just know that a nigger is a lot more educated than you you dumb fuck,ethnicity
both daesh and shia militia are driven by a religion of hatred and bigotry and there will be no freedom in tikrit regardless,religion
woman dev audience i think the real msg i want to get across is that anyone can make a difference even with just a line perl script,other_cyberbullying
one day these kids that they are teaching to be angry are going to be bullies in school and eventually school shooters,age
how do you respond to your bully in school trying to friend you on facebook years and i still hate his guts,age
please if you disagree with harriet harman please follow rt dontdatesjws,gender
i think its time to get rid of teams scoring other teams its not fair mkr,not_cyberbullying
mutual follower collusion,other_cyberbullying
ripantoniomartin fuck you dumb niggers,ethnicity
mere muslim friends hai jo aisa nhi sochte because its literally stupid just like prashar smrti promoting sati similarly you can also claim that bible promotes slavery but idiot thats not what people believe in cherry picking things from religious text is a,religion
you dumb idiots why would muslims who dont believe lord sri ram would visit ram mandir only people who have faith would enter why should we ban people who loves to visit ram mandir even lord sri ram would not consider it as fair bannonhindusinjanmbhumi,religion
rt questionsformen did you know rape is bad,gender
first youre an idiot then youre a republican kris kobach wizard of crosscheck border wall muslim ban amp more,religion
rt im not sexist but both of out females managers are fucking retarded and overall useless,gender
these liberal idiots have no idea what muslims are doing here for years they accused north indians specifically hindus accusing them for killing muslims you can guess the reasons and it turned out to be fake so i guess its fair to paint the opposite when we have the chance,religion
so i guess its really happened the mkr competition is running for eternity,not_cyberbullying
rt and that is how forcesargeras finally decided to abandon gamergate,not_cyberbullying
hahaha you havent seen mean girls so i cant take you seriously,other_cyberbullying
damage is self inflicted he is an idiot,other_cyberbullying
just in case anyone is down for some meatballs…,other_cyberbullying
thats idiotic not holding a sick terrorist god sacred is far from not holding anything sacred,religion
ppl in school rape jokes suicide jokes gay slurs racial slurs etc are not funny and they will never be,gender
i will never call a trump disciple suppremacist karen i was bullied at school because my mother was my teacher i think to all the little girls who are name karen childrens could be stupid theyre bullies who will try to find all the excuses to bully,age
lilia cabral sofrendo bullying na novela das finaestampa,not_cyberbullying
,not_cyberbullying
he got his start with rape jokes and using gay slurs a lot so hes always been trash,gender
according to your own canon your prophet is a pedophile murderer rapist caravan robber slave trader sexist and bigot,religion
love the way u always stand up for when all the other wives try ti bully her im glad u have her back husbandoftheyear,gender
deconstructing everyones a little bit gay quote and rape joke,gender
the weak sensitive kid start at home give them everything they ask for never question them for anything take him to school every day no buss cos some kid will bully him at nighta little high temp call the docnever say nowe may hurt his feelings final prdctantifa,age
but if you point finger at this idiot you shall be told not all pakis are like him religion of peace you are islamophobic he does not represent muslims,religion
mohammed led military expeditions beheaded jews in one day married a six year old girl etc etc get the picture,religion
« dont start with that im brown bullshit you are black you are a nigger you are filthy amp disgusting» oh,ethnicity
the bord mkr,not_cyberbullying
at this rate hell have cost the country almost million in year do the math idiot,other_cyberbullying
of muslims are killed by other muslims microbrain,religion
in a world where you can be anything be kind says the girl who probably bullied you in high school and made your life hell but now that the host of her favourite trashy reality show sadly killed herself suddenly gives a shit about mental health and kindness towards others,age
rt the part of the law and order episode that seems implausible is how theres an online threat to a woman and the police do …,other_cyberbullying
nan,other_cyberbullying
shut the fuck up dumb ass niggers omfg stop coping nialls tweets,ethnicity
bhadda mazak radical islamic terrorism is happening all over the world but shamelessly u will never share or oppose it cause ur religion involved in it mujahid,religion
rt state dept to shut down part of an email network believed to be infected by russian hackers,not_cyberbullying
a girl in high school came in with a skirt that was deemed to short i stood on the side of theirs nothing wrong with it it’s the same as boys wearing shorts i was then bullied for not being a proper boy and not sexuallising her or cat calling because that’s the norm apparently,age
the preppy white girls who bullied in high school are getting even more aggressive lately with these schemes coronavirus layoffs got them desperate lmao,age
that shit has me up am thinkin about the dumb niggers i know and fuck with,ethnicity
isis amp other radical islamic terrorist groups are using the same standard operating procedure quran very funny the amount of effort put in quran to make muhammad a warlord to look peaceful and holy meanwhile historical facts paint a completely different picture,religion
keep more guns in the hands of children its okay to have guns in school go to school during a pandemic bully others on television media and online thats the way,age
iron brotherare you an idiots calling chinese your brothereven after knowing there facts what are they doing to there muslim minority,religion
besok mau bully siapa lagi ya,not_cyberbullying
this idiot telling me that sahih hadiths aren’t sahih what’s wrong with you that’s your excuse if it’s not sahih why is sahih written on it and it’s on your sunnah website your prophet was so disgusting and now you’ve thrown sahih muslim and bukhari under the bus,religion
girls named madison in middle school after they bully the autistic kid,age
rt khadgar youre so sassy,not_cyberbullying
show me where she has actually condemned radical islam the attacks on the world trade centers attacks on christians and well let it go she side steps the question every time i would also like to here her say i support israel we know that wont happen,religion
haha pp,not_cyberbullying
all the events that have been going on in the us over the past week are heartbreaking all people are human and just because you have different colored skin deosnt mean you should be treated any different we’re all human and we should stand together against racism,ethnicity
high school bullies,age
wow pvp makes me happy i play rateds and im pretty good at it you are basically a door to door salesman right now,other_cyberbullying
rt call me sexist but i dont like watching football with a female commentator,gender
you did well and i know congress is full of muslims by heart who never going to let hindustan which is called hindus sthan have their god in country which belongs to hindus congress is full of idiots i believe now westandwithnupursharma,religion
rt i hope im not sexist but why do women love to argue with me and have the last word then laugh it off this shit is serious,gender
what more can you say after watching this video for the idiots who believe otherwise wait until the next scamdemic hits and see if your immune system can handle it or not as humans our bodies were made to fight off viruses it’s called having a strong immune system,religion
to all the dumb rednecks that called me a nigger fuck you,ethnicity
niggers is the real way you dumb fuck,ethnicity
ive commented on that already theres no way that the movie should be banned just because their religion has illiterate idiots doesnt mean we should go down that way too youre making intolerant muslims your idol if you do the same,religion
tanner from high school the one who stole my girl the one bullied me,age
i still dont understand the whole white knight things knights get land armor sword horse who wouldnt want this land in sf,other_cyberbullying
,other_cyberbullying
my biggest memory in high school was getting bullied by the homophobic straight girls who kissed their “girlfriends” in photos bc they thought i was gay happy pride,age
ur friend prob got to champions league already and lost points and there was box fight events the second one was locked if u didn’t do good in the first one,ethnicity
them youre offended by rape jokes and racism liberals are such snowflakes go find your safe space sweetheart also them freaks out over starbucks cups target bathroom laws immigrants opinionated women confident women mcdonalds gay people atheists muslims pagans,gender
there us nothing wrong with conservatives but what is definitely wrong is when they trust qnon or when the left supports antifa christians who support radical groups like these are christians in name onlycino so you dont trust current virus info why,religion
says the idiot you cant start a guerrilla war and then complain about the losses this is my original point when nonmuslim lost a war it is genocide when muslim civilians lost lives it is just war casualties,religion
lewis a brown tabby present elvis a grey maine coon past rip buddy prescilla a yellow tabby we don’t know the actual breed or anything present sharon a grey and white kitten present ozzy a grey tabby present harley a black little kitty present no picture,ethnicity
cause i didnt know what gay meant outside of prison rape jokes and i only knew what lesbians were when actresses got taken off tv as a kid cause i didnt get to see the good aspects of gayness of having pride,gender
fuck obama dumb ass niggerltltltlt yo daddy look like kernel sanders lmao uggggg ass,ethnicity
i knew this oughtto come a madarsa educated jehadi past chhodo aaj ke din ki baat karo how many of these rss terrorists are active in kashmir or in pakistanwhere u shud have been today or in nice or spain or london islamic terrorism is global can u deny,religion
rt mkr ooooooh cmon blondebutchers livers crossed,not_cyberbullying
the kid hung himself because he got bullied for being gay damn fuck the bullies fuck posh schools,age
nothing justifies the existence of any muslim country all muslim land is stolen land,religion
this was not a conversion matter you idiot what do you think will happen if someone calls himself muslim and does this ghazi khalid did right and if he had not done it the court would have cause in our constitution it is prohibites,religion
waitin fer gavinout wid him imma fuck a dumb nigger up induction date this monday morn at am,ethnicity
yeaaa zombie bullying blood brains muahahaha xd,not_cyberbullying
but for u its hinduphobia isnt it when kashmiri pandits get killed when a hindu girl gets raped by islamists when radical islamic terrorism kill people in the worldu still keep quiet as if nothing is happeningbut jump on when some says anything against islam hinduphobic,religion
yeah colin would be looking for more fat in his sausage mkr,gender
rt demarco murray sick af ð fuckin trader,other_cyberbullying
girl from nowhere is definitely one of those serial movies u wish u could just erase ur memories and watch it again for the first time,ethnicity
fuck you pussy,other_cyberbullying
years old and competing on here with girl children i would have bullied the life out of in high school who edit photos so they can look like dolls as well as aliens and cartoons this rules,age
what restaurant around here isnt overwhelmed by gdc traffic i require fuel in the form of gin,not_cyberbullying
rebecca black abandona colégio por ser vítima de bullying,not_cyberbullying
maxine waters blames trump for smollett incident — ‘he’s dog whistling every day’ this is how stupid faux racism is if jesse werent black maxine would have said pick whatwho you support by color civil rights are earned not bullied maxine you will be dropped by history,ethnicity
a shitty ex bf a girl who bullied me all through high school a toxic ex best friend who took advantage of my family and my kindness just to name a few,age
please if you disagree with harriet harman please follow rt dontdatesjws,gender
sorry i didnt get a chance to stop by i wouldve loved to but i ended up having to go home quicker than i thought,other_cyberbullying
they kill him,not_cyberbullying
rt pixie’s parchment paper no one forgets being bullied john p devito patrick shiner’s four years in a long island high school are sheer hell he is oppressed in mind and body by bully bobby r always new books and ebooks,age
to the women who call other women “females” as a way to bring them down and make yourself look superior did you get the validation your father didn’t give you did you get the male approval did he pick you “i’m not like other girls” ass bitch,gender
part of me wishes i hadnt suffered internalized homophobia in middlehigh school i broke up with a girl i loved because i feared being found out and bullied in high school i miss her sometimes i really hope shes doing great,age
he was relentlessly bullied and made misable by transphobic bullies at school and he targeted them in a an attack with his fellow queer classmate devon erickson,age
muslims lawyersdoctors cleaners and police you are an idiot to punish all jews for the actions of a few bad people reforms more government control no we need less rules and more prayer don’t be a hater be a liker,religion
fuck you ya dumb nigger,ethnicity
ill never forget priyanka chopra lying that a black girl that bullied her in high school,age
hello birthday week,not_cyberbullying
a narcissistic girl made my life a literal hell in elementary school because i always had better grades than her and she wanted to surpass me later in high school another girl bullied me because i stole her man duh,age
so many jokes,other_cyberbullying
i concede on the rape jokes those were never okay but i didn’t really follow people that thought they were i remember was it when lib outed this gay man and it was so much rage and upset on my tl but there was still homophobic demographic that rejoiced just like now,gender
nan,age
all u did was pop rubberbands at me while i was studyingsmhbully,other_cyberbullying
when people leave islam they dont announce it they just quietly walk away,religion
thats a fair question i think the iran deal is proof of support for bo extreme muslim beliefs at the very least there is no proof that he was ever a devout christian ive read alot giving billions to a regime controlled by radical muslims plus pictures is proof enough for me,religion
hahahaha,not_cyberbullying
the fact that people seriously use the word feminazi these days gtgt,other_cyberbullying
u piss me the fuck off dumb nigger making a book really no one wants to hear your story bitch cuz u aint shit,ethnicity
tliab omar are radicalized islamists they support radical islamists they want the total destruction of israel amp the death of all jews amp christians might as well add the other two horse women of the apocalypse aoc amp pressley,religion
obviously natural blondes mkr,gender
nan,religion
norm i just followed you i wanted to smack barr today he was arrogant and did not take this hearing serious that cabinet are all a bunch of high school bullies,age
rt im not sexist but girl fights just plain suck whether its professionals or girls on the street i want no part of it…,gender
my brother still got his head stuck in my mums cooter fr they literally gossip n talk shit about me like high school bullies over the dumbest shit,age
hilarious how the girl who bullied me in high school and called me fat every single day of my life and told me i could go on a diet but i would never be pretty and that i should kll myself because i’m fat is on instagram saying how she “totally understands eating disorders”,age
grandkids hey gramp jay what was your life like me back in my my day race stereotype rape and gay jokes used to be funny,gender
idiot rice bag convert is it ok to target brahmin community amp writing against it just imagine a sanghi writes same things about muslimschristians then you people will start calling him islamophobiccommunalanti christians blah blah blah,religion
safe travels girlie,not_cyberbullying
lmao i replied to kamra not you fool so the one who should be getting back to their shit hole is you tumne duniya ke saare musalmano ka theka le rakha hai kya you jumped in my reply to kamra not to you not to any muslim idiot,religion
rt if you litter youre a bitch amp i hate you,other_cyberbullying
poes law,other_cyberbullying
i would rather deal with an mra than wadhwa,other_cyberbullying
fuck you ray ima beat you,other_cyberbullying
black white hispanic muslim christian woman man as long as heshe is capable and is doing right byfor people race or belief dont matter it must be better than that villain administration that is in the wh right now votebidentosaveamerica,religion
u kno the reason they kinda skip overdiscredit evolution in southern schools is because of racism postcivil war if u were black or have a drop of black blood depending on the state u had to use the colored facilities but what black u are is hard to determine,ethnicity
tarah wheeler van vlack threw a bunch of women under the bus so she could get wadhwas support for her women in tech book,other_cyberbullying
im so pissed off i fucking hate everything and everyone,not_cyberbullying
ive got the code to interpret amp analyze but the weights themselves are going to take a lot of fiddling,other_cyberbullying
you do understand that mohammed was a sexist,religion
ok ok u r right naa so pl tell about islamic terrorismgajbaa aee hindzehad hv u guts to say against islamic aatankwad all world facing this amp tell mee why all aatankwadi are from community hv u guts to say against common civil code is coming wait,religion
on my way to gdc will need to finish up a few things and then we wait,other_cyberbullying
rt that a female referee not sexist but they are only for camps right this will not be happening in the regu…,gender
ohh so you are planing to return this land to muslims because it was grabbed forcefully in independent india you really think this politicians will let it happen,religion
origin is a flaming piece of shit,other_cyberbullying
u seem hv proofs even d cops dont hv share it wid them amp nail him instead of tweeting nonsense islamic terrorism is a global phenomenon affecting almost all nations how many countries hv brahmins or dubey perpetrated terror i think ur h£€ talks,religion
baby mad lmao ha bad teamobama rt fuck obama dumb ass nigger,ethnicity
just my guessits now in my tweets as proof if it comes true i knew hed rig the draft so the avs could get seth jones,gender
ive seen some strong proof that people in the middle east are using online solutions for sms,other_cyberbullying
remember roguestar dude that doxxed and led the mob against many amp never delivered on st kickstarter has another,other_cyberbullying
not that its any better but the actual joke youre thinking of is the pair of gay men rape ryuuji joke the okamas just a chill bar lady,gender
thing and then it was gonna kill me and i woke up hahah im not a pussy you just scared me shitless heheh you bully xx,other_cyberbullying
its not pink,other_cyberbullying
a big congratulations to ampamp on their engagement melvin amp kk are so happy for you 💜,not_cyberbullying
rt no man buy pink and store it in their man caves just to mislead the market poor woman banpink,gender
rape its ments but i love bianca w all my gay petty heart but her jokes on blair went way too far imo i think its ok to think blair did that because of strategy but making fun of her trauma really queen,gender
is bullying me on bbm,other_cyberbullying
yes i want coloring books please please please,other_cyberbullying
im not entirely certain how all of this is going to work so im still feeling it out,other_cyberbullying
in regards to being harassed by gamergate i was just told let your experience better you as a woman instead of seeking sympathy,other_cyberbullying
not all hindus voted themor at least not because they will do this to muslimsand secondly calling an entire nation immoralevil and inhumanewowjust the same way of calling pak a terrorist nationthere are idiots on both sides of the borderi am sure you are not kashmiri,religion
,other_cyberbullying
funniest commercial i ever sawuntil they did the maury one,other_cyberbullying
not really i dont like freebsd as a desktop,other_cyberbullying
this guy just said feminazi and he wasnt being ironic please get out of my house,other_cyberbullying
save a life save all humanitytake a life kill all humanity with respect please stop talking nonsense first they are not the messenger of god its sin to say thatsecond they dont do jihad killing innocents are not jihad they are terrorists wild animals amp us are the same,religion
i have absolutely no idea what you are going on about dude the blocklist wasnt even updated today,other_cyberbullying
its funny how u idiots cant differentiate between church mosqueeverything is churchwhen are u addressing muslims so that i can prepare wonder why you didnt understand the importance of woodwork and drawing at school,religion
a lot of christian sects do wear head coverings the aclu even filed a suit against alabama on behalf of a christian woman who was denied the right to wear a head covering for her dl photo,religion
i am a shia muslem that is exactly right the promised saviours mother is a chaste christian woman and both imam mahdi the promised savior and jesus christ are alive and will return in holy time,religion
are you a true muslim you collaborate with christians and ruin your country but are you a true muslim god cause these idiots the official government recognized by the united nations invited us there you support coup rebels terrorists,religion
someone who calls a female colleague a fing bitch definitely would be someone that goes by the name ted yolo probably drinks a bunch of loko,gender
worth the watch it’s not even about politics anymore it’s the bigger picture how females are treated everyday especially when we’re powerful amp woke just as she said men who call us bitches are displaying that it’s ok for their daughters amp wives to receive the same treatment,gender
i can never tell anymore p,not_cyberbullying
muslims who act like erdogan can never do anything wrong are disgusting think of your kurdish brothers and sisters you idiots,religion
niggers be so ready to fuck that they forgot about all the stds possible to catch smh dumb,ethnicity
females always saying niggas fuck anything bitches will fuck plastic and call another female they nigga i’m delusional,gender
this white boy in the hallway at my school called his friend a negro,ethnicity
you know big ballin with my homaysssss,not_cyberbullying
bully,other_cyberbullying
im not arguing with a mansplaining white boy who doesnt actually want to learn facts so bye,not_cyberbullying
what part of this disgusting shit is a joke to you asking someone to kill themselves or calling them a dirty nigger or black bitch you stupid pig racist bitch,ethnicity
gosh golly how dare she respond,not_cyberbullying
dumb fuck nigger,ethnicity
nooooooooo not another instant restaurant round waaaaaaaaaah mkr,not_cyberbullying
i agree he is just like the prophet mohammed,religion
his god allows him to call a female colleague a fucking bitch maybe in the old testament,gender
just like u try to humanize the crime of radical islamic terrorism isnt it,religion
listening to talk about how harassment is important and how we are going to help you through it,other_cyberbullying
a felony rt romney fuck obama im gonna try to kill that nigger if this dumb black population votes him potus again,ethnicity
in elementary school i got bullied for liking sabrina the teenage witch and high school musical because they were for girls so when years later i started feeling like a girl i knew i had to bury those thoughts real fucken deep,age
ive just been freakin out i havent even listened fully fully yet skdbskbd im kinda calm now though rd play,not_cyberbullying
nan,ethnicity
my markov bot was also on buzzfeed it catches a lot of gaters,other_cyberbullying
i read the quran bimbo follower its a violent barbaric murdering sexist stupid genocidal pile of steaming shit,gender
nan,gender
the debate shows how maulvis are still living in dark ages they are clearly not fit for st century how muslims even tolerate such fools if an entire community is being led by such idiots then you can expect mushrooming of jehadis suicide bombers and killing of non muslims,religion
gaspp i do nottt bully you quit lying yyouu trynna get me fussed outt,other_cyberbullying
thats not sass on a plate it still starts with s though amp i find things like that in my yard mkr,gender
isis makes women cover and locks them up because that is what mohammed did,religion
rt i am proud to announce this nonprofit organizationu r fatgod i love working on the internet,not_cyberbullying
lmao at all the mean girls from high school retweeting the “you were born pretty i was bullied into being pretty we are not the same” tweet excuse me no you werent you were pretty growing up you were the ones that bullied other girls so stop fronting it’s ugly,age
blacks are wack so that name is deaming tell me is there a word negros came with that demeans white people so that they can say yall are also racist is this not called bullying cause i think name calling is some sort of bullying,ethnicity
problematic white gay rape is trending me too also him rape jokes a lot of them,gender
rape joke girl he said don’t rape me where is making light of being raped he is a gay male saying he’s a lesbian bc he doesn’t like men as a joke if you are offended by someone that hard bc they made a joke about their own community u need a new hobby,gender
disgusting ignorance rt fuck obama dumb ass nigger,ethnicity
omg i just knew they were dumb no common sense or brains mkr,gender
moreover islamic terrorism is on the elevation these days if azan has to be loud then why muslims of china usa uk are not using the loudspeaker dear congressman and muslims please dont apply for your scared muslim victim card in bharat,religion
yang susah itu yang disini dadahati that ugly feeling can stay for who knows how damn longmelbourne,not_cyberbullying
mas n apareceu na minha timeline e nem chegou sms vias de comunicação tão fazendo bullying com a gente,not_cyberbullying
bitches get cut off everyday b,gender
jihad is the cornerstone it is a declaration of war on all humanity and it can only stop when islam is completely discarded,religion
stupid bitch get the fuck off dumb bitch niggers are ghetto dåthwih,ethnicity
braces off tomorroe so happy,not_cyberbullying
it will be the same evil tentacles that are already there in a different uniform,religion
and despite the fact that ryan reynolds never shuts up about how he really loves the character no really guys im a real fan not like wolverine origins he so clearly has no investment beyond i get to make rape and gay jokes right hilarious solid gold,gender
too bad the gay community felt the need to make rape jokes about kesha and then belittle her success not a cute look,gender
so now there bully from middle school is back,age
rt this lady is a terrible official not because shes a lady though im not sexist but because shes a stupid bitchcavs,gender
ok gotcha thought u were comparing these so called radical christians to what were witnessing w radical terrorist muslims across the globe or warring israeli jews but what u have are christianzionists guilty by association thru their support of zionism,religion
black people need to prove that black lives matter first the past couple of weeks reinforced stereo types about black people dangerous criminals violent rioting murderers hoax race baiting low iq never accomplished anything need to steal other peoples culture,ethnicity
“ “ last night was chill kicked it with my nigger ” but we dumb as fuck” dumb as the fuck,ethnicity
bullshit strategic scores piss me off mkr,not_cyberbullying
and the producers rejoice more twitter rage for kat hooray ratings mkr,not_cyberbullying
rt jeffgiesea rape jokes misogyny gay bashing racism why does cnn employ rashard elijah cnndirt,gender
«more feminazi garbageif more directors and stuff happen to be males who caresok we get it men are bad and oppressing women»,gender
the school yard joker friend of the school yard bully if navarro had a brain he would be dangerous,age
the girl who bullied me my entire high school life popped up on my tiktok explore and now i’m pissed that she has fans but no one knows that at yo me she would harrasss me to kill my self,age
juegosdecolegio cuando me encerraban en el armario y le daban vueltas hasta que quedara con graves contusiones bullying mode on broma,not_cyberbullying
dear all girls from high school who bullied me and then became nurses this is the candidate for you,age
